Parameter,Value at tick 1,Value at tick 2,Value at tick 3,Value at tick 4,Value at tick 5,Value at tick 6,Value at tick 7,Value at tick 8,Value at tick 9,Value at tick 10,Value at tick 11,Value at tick 12,Value at tick 13,Value at tick 14,Value at tick 15,Value at tick 16,Value at tick 17,Value at tick 18,Value at tick 19,Value at tick 20,Value at tick 21,Value at tick 22,Value at tick 23,Value at tick 24,Value at tick 25,Value at tick 26,Value at tick 27,Value at tick 28,Value at tick 29,Value at tick 30,Value at tick 31,Value at tick 32,Value at tick 33,Value at tick 34,Value at tick 35,Value at tick 36,Value at tick 37,Value at tick 38,Value at tick 39,Value at tick 40,Value at tick 41,Value at tick 42,Value at tick 43,Value at tick 44,Value at tick 45,Value at tick 46,Value at tick 47,Value at tick 48,Value at tick 49,Value at tick 50,Value at tick 51,Value at tick 52,Value at tick 53,Value at tick 54,Value at tick 55,Value at tick 56,Value at tick 57,Value at tick 58
roi_stats_cpu2_stlb_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,34964,0,0,0,0,0,0,0,0,0,0,0,0,7,4235975,6,0,22,0,0,41600,40822,41321,40083,9732,4,9,36,0,0,0,0,0,0,14095,96.2339,8,0,0,0,-n,0,0,0,0,0,0,13006
roi_stats_cpu2_stlb_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,2500000,10551,0,0,0,0,2,4,4,5,2,18318,18289,17967,16076,0,0,0,0,0,208,0.156017,0,0,0,0,6141,0,0,0,0,0,0,1
roi_stats_cpu2_stlb_average_miss_latency,208,217.348,227.176,207.8,-n,208,211,206.667,207,-n,18505,-n,208.231,194.071,208.111,-n,-n,-n,-n,-n,-n,-n,-n,0,20626,10545,0,20,0,0,28303,27704,28402,27676,9734,18315,18280,17932,16076,0,0,0,0,0,6764,50.467,8,0,0,0,6141,0,0,0,0,0,0,0
roi_stats_cpu2_l1d_total_access,63491,23078,12458,57513,4,62988,62940,62603,62562,63625,18496,10,28943,19903,31693,11,11,45,34,28,34,4,5,1,20115,6,0,20,0,0,28301,27700,28398,27671,9732,3,9,35,0,0,0,0,0,0,6733,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu2_l1d_total_access_hit,63458,22953,12171,57452,4,62981,62932,62598,62557,63619,9,10,28849,19820,31576,11,11,45,34,28,34,4,5,1,511,0,0,0,0,0,2,4,4,5,2,16485,16541,15733,0,0,0,0,0,0,31,0.000263996,0,0,0,0,6141,0,0,0,0,0,0,0
roi_stats_cpu2_l1d_total_access_miss,33,125,287,61,0,7,8,5,5,6,16468,0,94,83,117,0,0,0,0,0,0,0,0,0,13025,0,0,2,0,0,13299,13122,12923,12412,0,16484,16541,15732,0,16,22,10,11,5524,0,0.155758,0,0,0,0,6141,0,0,0,0,0,0,0
roi_stats_cpu2_l1d_load_access,22062,8462,6675,19803,3,21609,21505,21424,21473,21703,16468,10,13516,12152,14147,8,9,35,24,22,29,4,5,0,12588,0,0,2,0,0,13299,13122,12923,12412,0,1,0,1,0,16,22,10,11,5508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu2_l1d_load_access_hit,22029,8356,6389,19754,3,21602,21498,21419,21468,21697,0,10,13430,12077,14041,8,9,35,24,22,29,4,5,0,437,0,0,0,24659,66,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,9.02128,0,0,0,0,0,0,15.4646,0
roi_stats_cpu2_l1d_load_access_miss,33,106,286,49,0,7,7,5,5,6,0,0,86,75,106,0,0,0,0,0,0,0,0,0,7601,0,204.049,0,24659,66,0,0,0,0,0,0,0,0,0,16,22,10,11,5524,0,0,0,10.75,11,17763,0,11,11,10.8,10.6667,10.8,14170,0
roi_stats_cpu2_l1d_rfo__access,41420,14547,5735,37705,1,41378,41432,41176,41087,41922,0,0,15414,7738,17528,3,2,10,10,6,5,0,0,0,7527,0,120,0,0,0,0,0,0,0,0,0,0,0,0,16,22,10,11,5508,0,96.7706,0,4,5,17763,0,1,5,5,8,6,14166,0
roi_stats_cpu2_l1d_rfo__access_hit,41420,14529,5735,37693,1,41378,41432,41176,41087,41922,0,0,15406,7730,17517,3,2,10,10,6,5,0,0,200.298,74,0,99,0,24659,66,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.137488,0,4,5,0,0,1,5,5,8,6,4,0
roi_stats_cpu2_l1d_rfo__access_miss,0,18,0,12,0,0,0,0,0,0,0,0,8,8,11,0,0,0,0,0,0,0,0,124,0,0,21,0,24659,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12530,71.2111,0,0,0,17763,0,0,0,0,0,0,14170,0
roi_stats_cpu2_l1d_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12526,0,0,4,4,17763,0,1,5,5,7,5,14166,0
roi_stats_cpu2_l1d_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,93,0,0,0,0,0,0,0,0,16437,15894,15804,6971,0,0,0,0,0,4,0,0,4,4,0,0,1,5,5,7,5,4,0
roi_stats_cpu2_l1d_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,18,42102,0,0,2,4,4,5,16408,16437,15894,15804,6971,0,0,0,0,0,12530,0.137493,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu2_l1d_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42098,0,0,2,4,4,5,16349,0,0,0,0,0,0,0,0,0,12526,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu2_l1d_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,6,4,0,0,0,0,0,0,59,16437,15894,15804,6971,0,0,0,0,0,4,0,646.869,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu2_l1d_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,29536,0,0,2,4,4,5,16408,16437,15894,15804,6971,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu2_l1d_translation_access,9,69,48,5,0,1,3,3,2,0,0,0,13,13,18,0,0,0,0,0,0,0,0,0,0,0,0,29532,0,0,2,4,4,5,16349,0,0,0,0,0,0,0,0,0,0,96.073,230,0,0,0,0,0,0,0,0,0,0,8
roi_stats_cpu2_l1d_translation_access_hit,9,68,47,5,0,1,2,3,2,0,0,0,13,13,18,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0.191987,3.85644,0,0,0,0,0,0,0,0,0,0,5530
roi_stats_cpu2_l1d_translation_access_miss,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12566,0,0,0,0,0,0,0,0,0,0,0,63571,62368,64222,63617,182,0,41.4363,0,0,0,0,0,0,0,0,0,0,0,5519
roi_stats_cpu2_l1d_prefetch_requested,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7085,0,12566,0,0,0,0,0,0,0,0,0,0,0,63570,62366,64219,63615,167,0,0,0,0,1,0,0,0,0,0,1,1,0,11
roi_stats_cpu2_l1d_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,16447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7051,0,0,61,40837,0,0,0,0,0,0,0,0,0,1,2,3,2,15,0,0,0,0,1,0,0,0,0,0,1,1,0,5530
roi_stats_cpu2_l1d_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,16447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,61,40836,0,0,0,0,0,0,0,0,0,21791,21540,21792,21818,163,0,0.19199,97.9444,0,0,0,-n,0,0,0,0,0,0,5519
roi_stats_cpu2_l1d_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4305,7085,0,0,0,1,0,0,0,0,0,0,0,0,0,21790,21538,21789,21816,149,0,0,0.0804517,0,0,0,39,0,0,0,0,0,0,11
roi_stats_cpu2_l1d_average_miss_latency,201.758,301.776,338.972,188.967,-n,89.7143,148.125,195,157.6,41.5,16447,-n,175.266,197.771,199.111,-n,-n,-n,-n,-n,-n,-n,-n,0,6668,7051,0,0,61,28175,0,0,0,0,0,0,0,0,0,1,2,3,2,14,0,0,186.863,0,0,0,39,0,0,0,0,0,0,0
roi_stats_cpu2_l2c_total_access,33,257,408,82,65523,7,9,5,5,6,16447,63619,161,117,140,64912,64559,62111,63708,63591,62107,64340,63993,0,6661,34,0,0,61,28174,0,0,0,0,0,0,0,0,0,41780,40828,42430,41799,19,5158,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu2_l2c_total_access_hit,0,0,27,30,65519,4,3,0,1,5,0,63613,49,36,45,64910,64556,62107,63703,63588,62099,64338,63990,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41780,40828,42430,41799,18,5142,96.1119,0,0,0,0,35,0,0,0,0,0,0,0
roi_stats_cpu2_l2c_total_access_miss,33,257,381,52,4,3,6,5,4,1,0,6,112,81,95,2,3,4,5,3,8,2,3,0,6668,0,0,0,0,12662,0,0,0,0,0,7086,7734,6969,22,0,0,0,0,1,16,0.194903,0.080454,0,0,0,35,0,0,0,0,0,0,0
roi_stats_cpu2_l2c_load_access,33,238,404,66,22122,7,7,5,5,6,0,21770,148,103,118,22017,21934,21522,21799,21760,21483,21817,21845,0,6661,0,0,4,0,12662,1.65312,1.65203,1.6512,1.6491,142,7084,7734,6969,22,0,0,0,0,0,5158,42.1032,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu2_l2c_load_access_hit,0,0,24,23,22118,4,1,0,1,5,0,21764,44,30,31,22015,21931,21518,21794,21757,21475,21815,21842,0,7,0,0,4,0,0,5124659,5286486,5448948,5606940,134,2,0,0,0,0,0,0,0,0,5142,0,0,0,0,-n,4,0,0,0,0,0,8.5,0
roi_stats_cpu2_l2c_load_access_miss,33,238,380,43,4,3,6,5,4,1,0,6,104,73,87,2,3,4,5,3,8,2,3,0,0,0,209.571,0,0,0,3100000,3200000,3300000,3400000,8,7086,7734,6969,18,0,0,0,0,0,16,0,0,-n,-n,5179,4,-n,-n,-n,-n,-n,4746,0
roi_stats_cpu2_l2c_rfo__access,0,18,0,12,43401,0,0,0,0,0,0,41849,8,8,11,42895,42625,40589,41909,41831,40624,42523,42148,0,0,0,27603,4,0,0,34057,33592,33596,32854,133,7084,7734,6969,18,0,0,0,0,0,0,0.194903,96.316,0,0,5179,0,0,0,0,0,0,4729,0
roi_stats_cpu2_l2c_rfo__access_hit,0,0,0,3,43401,0,0,0,0,0,0,41849,0,0,3,42895,42625,40589,41909,41831,40624,42523,42148,556.427,0,0,27501,4,0,0,33980,33535,33575,32808,126,2,0,0,0,0,0,0,0,0,0,0,0.149065,3,0,0,0,0,0,0,0,0,17,0
roi_stats_cpu2_l2c_rfo__access_miss,0,18,0,9,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,1.72134,0,0,102,0,0,0,77,57,21,46,7,0,0,0,4,0,0,0,0,0,0,0,55.8311,3.85644,3.85644,5179,0,3.85644,3.85644,3.85644,3.85644,3.85644,4746,0
roi_stats_cpu2_l2c_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4131225,0,0,18584,0,0,0,26061,25630,25978,25223,9,0,0,0,4,1,2,3,2,41044,0,0,0,0,0,5179,0,0,0,0,0,0,4729,0
roi_stats_cpu2_l2c_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000,0,0,18495,0,0,0,25986,25575,25958,25180,8,0,0,0,0,1,2,3,2,40954,0,0,0.000263607,0,0,0,0,0,0,0,0,0,17,0
roi_stats_cpu2_l2c_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25970,0,0,89,0,41064,1,75,55,20,43,1,0,0,0,0,0,0,0,0,90,0,1.69149,0.148806,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu2_l2c_writeback_access,0,0,3,4,0,0,1,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,25849,0,0,8998,0,41061,1,7996,7962,7618,7631,0,0,0,0,0,1,2,3,2,16243,0,7780843,0,98.1158,97.9594,0,0,98.028,97.6981,97.9993,97.9147,97.8486,0,0
roi_stats_cpu2_l2c_writeback_access_hit,0,0,3,4,0,0,1,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,121,0,0,8988,0,3,0,7994,7960,7617,7628,0,0,0,0,0,1,2,3,2,16162,0,4600000,0,0.0741899,0.0752876,0,0,0.0687706,0.0749326,0.0657708,0.0664794,0.0663506,0,0
roi_stats_cpu2_l2c_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14010,0,0,10,0,28173,1,2,2,1,3,0,0,0,0,0,0,0,0,0,81,0,37547,0,182.784,178.734,0,0,179.987,188.117,206.447,204.149,197.71,0,0
roi_stats_cpu2_l2c_translation_access,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13897,0,0,0,0,28170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24786,243,37522,97.8793,0,0,0,0,0,0,0,0,0,0,10.8182
roi_stats_cpu2_l2c_translation_access_hit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24778,228,25,0.0755622,0,0,0,0,0,0,0,0,0,0,152
roi_stats_cpu2_l2c_translation_access_miss,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11960,0,10.2647,0,0,12891,0,0,0,0,0,0,4,9,36,63640,0,0,0,0,8,15,20783,181.067,0.074192,0.0752897,0,0,0.0687723,0.0749345,0.0657724,0.066481,0.0663522,0,144
roi_stats_cpu2_l2c_prefetch_requested,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,0,0,0,0,0,0,11952,0,313,0,1.658,12891,0,0,0,0,0,39929,4,9,36,63639,0,0,0,0,0,212,20760,0,0,0,0,0,0,0,0,0,0,0,8
roi_stats_cpu2_l2c_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,6492,0,0,0,0,0,0,0,0,0,0,0,0,8,0,304,0,4642412,0,0,0,0,0,0,39840,0,0,0,1,0,0,0,0,0,198,23,0.000258336,0,0,0,0,0,0,0,0,0,0,139
roi_stats_cpu2_l2c_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,6492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2800000,0,0,0,0,0,0,89,3,9,35,21773,0,0,0,0,0,14,16764,0.075305,0,0,0,-n,0,0,0,0,0,0,132
roi_stats_cpu2_l2c_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5714,267,21,34296,0,0,0,0,0,0,21922,3,9,35,21772,0,0,0,0,0,31,16762,0,97.9805,98.1102,0,67954,98.1085,98.0214,97.6852,98.0021,97.9277,0,7
roi_stats_cpu2_l2c_average_miss_latency,190.636,266.21,320.714,219.154,11,183.333,183.167,183.4,183.25,183,6492,11.1667,207.152,208.444,231.4,11.5,10.6667,11,11,11.3333,11,11,11,0,10929,258,18,34264,0,0,0,0,0,0,21843,0,0,0,1,0,0,0,0,0,30,2,0,0.0779248,0.0728984,0,67954,0.0669717,0.0677133,0.0743768,0.0647983,0.0651256,0,13
roi_stats_cpu2_llc_total_access,33,257,381,52,4,3,6,5,4,1,6492,6,112,81,95,2,3,5,6,3,8,2,3,0,10881,9,3,32,0,0,0,0,0,0,79,1,0,1,41867,0,0,0,0,0,1,0,0,186.921,184.83,0,0,175.26,181.294,187,207.577,205.211,0,12
roi_stats_cpu2_llc_total_access_hit,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,2,3,5,6,3,8,2,3,0,48,46,0,26523,0,0,0,0,0,0,17999,1,0,1,41867,1.67471,1.68125,1.6886,1.69532,123,0,0,97.8728,0,0,0,24542,0,0,0,0,0,0,1
roi_stats_cpu2_llc_total_access_miss,33,257,381,52,0,3,6,5,4,1,0,0,112,81,95,0,0,0,0,0,0,0,0,0,10929,46,0,26493,0,0,0,0,0,0,17989,0,0,0,0,6698833,6893120,7092130,7289874,43,0,0,0.0736764,0,0,0,24542,0,0,0,0,0,0,0
roi_stats_cpu2_llc_load_access,33,238,380,43,4,3,6,5,4,1,0,6,104,73,87,2,3,4,5,3,8,2,3,0,10881,0,0,30,3,1.6537,0,0,0,0,10,0,0,0,0,4000000,4100000,4200000,4300000,80,0,0,180.396,0.0779274,0.0729008,0,0,0.0669737,0.0677153,0.074379,0.0648001,0.0651274,0,0
roi_stats_cpu2_llc_load_access_hit,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,2,3,4,5,3,8,2,3,0,48,0,0,7773,3,4961108,0,0,0,0,0,0,0,0,0,34946,34651,35181,34966,97,0,0,0,0,0,-n,43412,0,0,0,0,0,10.8235,0
roi_stats_cpu2_llc_load_access_miss,33,238,380,43,0,3,6,5,4,1,0,0,104,73,87,0,0,0,0,0,0,0,0,0,0,0,203.51,7771,0,3000000,8.61039,8.49123,8.66667,8.63043,0,0,0,0,0,34931,34629,35171,34955,25,0,0,0.000258514,0,0,47,43412,0,0,0,0,0,230,0
roi_stats_cpu2_llc_rfo__access,0,18,0,9,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,200,2,3,33182,9584,9707,9879,9616,0,0,0,0,0,15,22,10,11,72,0,18997,0.0734179,0,0,47,0,0,0,0,0,0,223,0
roi_stats_cpu2_llc_rfo__access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3,33111,9584,9707,9879,9616,0,0,0,0,0,18549,18481,18614,18555,8,30573,18997,0,98.0892,97.9838,0,0,98.0184,97.77,97.9777,97.9047,97.9378,7,0
roi_stats_cpu2_llc_rfo__access_miss,0,18,0,9,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,168,0,0,71,0,0,0,0,0,0,0,0,0,18534,18459,18604,18544,0,30475,0,0,0.0750753,0.0751667,39,0,0.0692175,0.0740331,0.0665003,0.0667757,0.0646317,200,0
roi_stats_cpu2_llc_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,25446,9584,9707,9879,9616,0,65184,65115,62021,1,15,22,10,11,8,98,18997,0,184.846,178.333,39,0,182.692,185.568,202.138,205.117,203.037,193,0
roi_stats_cpu2_llc_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5702,0,0,12,0,0,25375,9584,9707,9879,9616,158,65184,65113,62020,1,16397,16170,16567,16411,0,14233,18997,0,0,0,0,0,0,0,0,0,0,7,0
roi_stats_cpu2_llc_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12067,0,0,159,0,0,71,0,0,0,0,88,0,2,1,0,16397,16170,16567,16411,0,14144,0,1.70059,0,0,8,0,0,0,0,0,0,30,0
roi_stats_cpu2_llc_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12061,0,0,10,0,0,7736,0,0,0,0,70,22062,21982,21512,1,0,0,0,0,0,89,0,7992779,0.0750765,0.0751678,8,0,0.0692185,0.0740342,0.0665012,0.0667766,0.0646325,30,0
roi_stats_cpu2_llc_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,1,0,0,7736,0,0,0,0,138,22062,21980,21511,1,0,0,0,0,17,16325,0,4700000,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu2_llc_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12067,0,0,9,0,0,0,0,0,0,0,76,0,2,1,0,0,0,0,0,17,16317,0,38435,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu2_llc_translation_access,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12061,0,0,0,0,0,0,0,0,0,0,62,43122,43133,40509,0,0,0,0,0,0,8,0,38427,0,0,0,0,0,0,0,0,0,0,209.125
roi_stats_cpu2_llc_translation_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,43122,43133,40509,0,0,0,0,0,80,0,0,8,98.1023,97.9788,0,0,98.0236,97.7903,97.9617,97.9133,97.933,0,36120
roi_stats_cpu2_llc_translation_access_miss,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.556,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21216,0.0744995,0.0755801,0,0,0.069143,0.0736241,0.0668633,0.0667012,0.0648704,0,36039
roi_stats_cpu2_llc_prefetch_requested,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22912,16,0,1.65595,0,0,0,0,0,8,0,0,0,0,0,0,0,0,80,0,0,21209,185.686,178.164,0,0,182.531,185.988,200.876,204.774,204.62,0,81
roi_stats_cpu2_llc_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22800,16,0,4802249,0,0,0,0,0,0,0,0,0,0,16025,16684,16734,16716,72,0,0,7,0,0,0,0,0,0,0,0,0,0,15813
roi_stats_cpu2_llc_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,8.5,2900000,0,0,0,0,0,0,0,0,0,0,16025,16684,16734,16716,0,0,0,17219,0,0,0,-n,0,0,0,0,0,0,15741
roi_stats_cpu2_llc_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6875,12817,3,9778,33407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,4991,17218,0.0744996,0.0755801,0,0,0.0691431,0.0736241,0.0668633,0.0667012,0.0648704,0,72
roi_stats_cpu2_llc_average_miss_latency,715.182,1029.96,1141.11,763.673,-n,648.667,621.333,692.8,568.75,972,9,-n,677.455,730.704,756.705,-n,-n,-n,-n,-n,-n,-n,-n,0,518,12712,3,9778,33346,0,0,0,0,0,10,0,0,0,0,16025,16684,16734,16716,8,131,4990,1,0,0,0,1,0,0,0,0,0,0,20299
roi_stats_cpu_3_cumulative_ipc,1.92541,1.33134,1.02364,1.20417,1.36636,1.46186,1.52976,1.5793,1.61872,1.65544,9,1.70903,1.67329,1.63687,1.61055,1.63488,1.65631,1.66964,1.68488,1.69824,1.70937,1.72229,1.73429,0,508,105,0,0,61,0,0,0,0,0,10,0,0,0,0,16025,16684,16734,16716,0,51,1,0,0,0,0,3.85644,0,0,0,0,0,0,20291
roi_stats_cpu_3_cumulative_ipc_instructions,192541,266268,307091,481670,683179,877117,1070831,1263440,1456844,1655437,0,2050831,2175281,2291616,2415823,2615807,2815720,3005361,3201272,3396484,3589673,3789028,3988867,0,10,10086,0,9778,25564,0,0,0,0,0,0,2,2,1,1.66755,0,0,0,0,8,80,4991,0,0,0,0,0,0,0,0,0,0,0,8
roi_stats_cpu_3_cumulative_ipc_cycles,100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,0,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,0,444,10079,0,9778,25503,0,0,0,0,0,70,2,2,1,6503453,0,0,0,0,0,105,4990,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu3_dtlb_total_access,35419,14118,9955,31391,35601,34664,34543,34397,34503,35083,0,35003,23794,19674,21804,35429,35402,34244,34943,34889,34542,35230,35170,0,434,7,0,0,61,0,0,0,0,0,0,0,0,0,3900000,0,0,0,0,0,33,1,0,1.70729,1.71406,0,0,1.73228,1.73841,1.74374,1.74825,1.74102,0,0
roi_stats_cpu3_dtlb_total_access_hit,35284,14063,9782,31307,35597,34635,34512,34366,34472,35072,0,34990,23614,19369,21594,35418,35397,34193,34909,34861,34508,35226,35166,0,10,0,0,0,7843,0,0,0,0,0,70,2,2,1,34952,0,0,0,0,0,72,0,0,8195015,8398871,-n,98.1125,9007866,9213586,9416223,9615362,9749686,207.286,0
roi_stats_cpu3_dtlb_total_access_miss,135,55,173,84,4,29,31,31,31,11,0,13,180,305,210,11,5,51,34,28,34,4,4,0,74,0,211.006,0,7843,8.53521,-n,-n,-n,-n,62,2,2,1,34931,0,0,0,0,0,8,0,0,4800000,4900000,66795,0.0679708,5200000,5300000,5400000,5500000,5600000,35241,0
roi_stats_cpu3_dtlb_load_access,19752,8040,6971,16721,18711,18403,18325,18262,18324,18571,0,18601,16669,15676,14501,18684,18671,18290,18545,18504,18467,18628,18594,0,74,0,168,0,0,9496,25582,25873,26331,25356,0,0,0,0,21,0,0,0,0,0,0,0,18299,37244,37399,66792,176.455,36425,37664,37249,36828,21603,35153,0
roi_stats_cpu3_dtlb_load_access_hit,19697,7987,6808,16647,18708,18381,18300,18238,18300,18560,0,18588,16496,15386,14305,18676,18667,18250,18521,18482,18438,18624,18590,0,0,0,0,0,0,9496,25582,25873,26331,25356,62,0,0,0,18603,0,0,0,0,0,8,0,18299,37189,37365,3,0,36370,37652,37226,36797,21353,88,0
roi_stats_cpu3_dtlb_load_access_miss,55,53,163,74,3,22,25,24,24,11,0,13,173,290,196,8,4,40,24,22,29,4,4,0,0,0,168,0,0,0,0,0,0,0,8,0,0,0,18586,0,0,0,0,1.69088,0,0,0,55,34,24227,0,55,12,23,31,250,15996,8
roi_stats_cpu3_dtlb_rfo__access,15667,6078,2984,14670,16890,16261,16218,16135,16179,16512,0,16402,7125,3998,7303,16745,16731,15954,16398,16385,16075,16602,16576,0,0,0,159,0,0,9496,25582,25873,26331,25356,0,0,0,0,17,0,0,0,0,7439855,0,0,18299,20716,20807,24224,0.0679725,20378,20767,20699,20558,16021,15916,7
roi_stats_cpu3_dtlb_rfo__access_hit,15587,6076,2974,14660,16889,16254,16212,16128,16172,16512,0,16402,7118,3983,7289,16742,16730,15943,16388,16379,16070,16602,16576,43.1667,0,9,0,0,0,9496,25582,25873,26331,25356,8,0,0,0,16349,0,0,0,0,4400000,0,0,18299,20668,20779,3,0,20327,20755,20676,20527,15805,80,1
roi_stats_cpu3_dtlb_rfo__access_miss,80,2,10,10,1,7,6,7,7,0,0,0,7,15,14,3,1,11,10,6,5,0,0,5031,0,9,159,0,0,0,0,0,0,0,0,0,0,0,16345,6880,5960,6286,6142,26158,17,0,0,48,28,42568,0,51,12,23,31,216,19238,0
